Organism	Node	Score
Rat	298210	4.70148973578065
Rat	24481	0
Rat	686326	0
Rat	500491	4.70148973578065
Rat	288264	3.74899235018066
Rat	100360087	0
Rat	chebi:78619	0
Rat	64831	0
Rat	291470	0
Rat	170840	0
Rat	25715	0
Rat	25319	0
Rat	cpd:C00451	0
Rat	50655	0
Rat	295669	0
Rat	305886	0
Rat	29292	0
Rat	288272	0
Rat	689399	0
Rat	689296	0
Rat	316602	0
Rat	315851	0
Rat	54398	0
Rat	cpd:C00640	0
Rat	681337	0
Rat	192272	0
Rat	cpd:C00605	0
Rat	cpd:C20877	0
Rat	cpd:C20878	0
Rat	cpd:C20876	0
Rat	cpd:C20879	0
Rat	314304	0
Rat	29411	0
Rat	680115	0
Rat	499018	0
Rat	cpd:C04688	0
Rat	cpd:C00685	0
Rat	cpd:C04246	0
Rat	116719	0
Rat	cpd:C05223	0
Rat	cpd:C00173	0
Rat	cpd:C20683	0
Rat	cpd:C00693	0
Rat	cpd:C05744	0
Rat	cpd:C05745	0
Rat	cpd:C05746	0
Rat	cpd:C05747	0
Rat	cpd:C04619	0
Rat	cpd:C04618	0
Rat	cpd:C05748	0
Rat	cpd:C05749	0
Rat	cpd:C05750	0
Rat	289934	0
Rat	cpd:C05751	0
Rat	cpd:C05752	0
Rat	cpd:C00383	0
Rat	cpd:C01271	0
Rat	359725	0
Rat	cpd:C04620	0
Rat	cpd:C05753	0
Rat	cpd:C05754	0
Rat	cpd:C05755	0
Rat	cpd:C05756	0
Rat	cpd:C03939	0
Rat	361802	0
Rat	cpd:C05757	0
Rat	cpd:C00229	0
Rat	cpd:C05758	0
Rat	cpd:C05759	0
Rat	cpd:C16219	0
Rat	cpd:C05760	0
Rat	cpd:C05761	0
Rat	cpd:C05762	0
Rat	cpd:C05763	0
Rat	64669	0
Rat	cpd:C04633	0
Rat	cpd:C05764	0
Rat	cpd:C01209	0
Rat	246332	0
Rat	chebi:142623	0
Rat	81528	0
Rat	170841	0
Rat	290729	0
Rat	chebi:142614	0
Rat	chebi:44605	0
Rat	cpd:C03033	0
Rat	25106	0
Rat	60671	0
Rat	cpd:C00800	0
Rat	cpd:C02670	0
Rat	cpd:C01040	0
Rat	cpd:C03289	0
Rat	cpd:C00818	0
Rat	252899	0
Rat	685474	0
Rat	287101	0
Rat	chebi:33542	0
Rat	81805	0
Rat	298227	0
Rat	24250	0
Rat	chebi:58533	0
Rat	305177	0
Rat	288912	0
Rat	cpd:C01180	0
Rat	25274	0
Rat	chebi:62856	0
Rat	chebi:21347	0
Rat	chebi:58548	0
Rat	100359478	0
Rat	691966	0
Rat	chebi:61085	0
Rat	cpd:C03172	0
Rat	chebi:58828	0
Rat	cpd:C00149	0
Rat	170943	0
Rat	192172	0
Rat	chebi:58795	0
Rat	cpd:C00109	0
Rat	292710	0
Rat	298934	0
Rat	cpd:C02291	0
Rat	79462	0
Rat	chebi:17359	0
Rat	cpd:C11481	0
Rat	365972	0
Rat	cpd:C00957	0
Rat	360697	3.5110305703692
Rat	305896	0
Rat	117063	0
Rat	25712	0
Rat	300438	0
Rat	114508	0
Rat	cpd:C05378	0
Rat	286921	0
Rat	500959	0
Rat	cpd:C05345	0
Rat	cpd:C00096	0
Rat	299052	0
Rat	296972	0
Rat	24788	0
Rat	cpd:C00577	0
Rat	100364027	0
Rat	501167	0
Rat	502894	0
Rat	310935	0
Rat	363145	0
Rat	24190	0
Rat	25659	0
Rat	361730	0
Rat	24362	0
Rat	cpd:C00794	0
Rat	cpd:C00111	0
Rat	cpd:C00118	0
Rat	363494	0
Rat	116569	0
Rat	cpd:C01097	0
Rat	cpd:C01613	0
Rat	cpd:C00446	0
Rat	cpd:C00089	0
Rat	cpd:C00243	0
Rat	cpd:C01697	0
Rat	cpd:C00124	0
Rat	681817	0
Rat	cpd:C00492	0
Rat	312272	0
Rat	cpd:C00052	0
Rat	25634	0
Rat	24382	0
Rat	114860	0
Rat	303565	0
Rat	cpd:C05399	0
Rat	287835	0
Rat	298003	0
Rat	24390	0
Rat	cpd:C00103	0
Rat	313843	0
Rat	103690059	0
Rat	cpd:C01235	0
Rat	cpd:C00668	0
Rat	24528	0
Rat	367562	0
Rat	cpd:C05400	0
Rat	cpd:C00031	0
Rat	24645	0
Rat	cpd:C03785	0
Rat	cpd:C05401	0
Rat	cpd:C05402	0
Rat	cpd:C05404	0
Rat	497756	0
Rat	307351	0
Rat	282834	0
Rat	291081	0
Rat	364419	0
Rat	500377	0
Rat	307833	0
Rat	363720	0
Rat	361916	0
Rat	291287	0
Rat	246118	0
Rat	500319	0
Rat	500363	0
Rat	313478	0
Rat	679312	0
Rat	287873	0
Rat	300218	0
Rat	246772	0
Rat	498736	0
Rat	362700	0
Rat	64862	0
Rat	303554	0
Rat	292894	0
Rat	292787	0
Rat	689523	0
Rat	305171	0
Rat	25255	0
Rat	310806	0
Rat	292263	0
Rat	316067	0
Rat	cpd:C02266	0
Rat	290277	0
Rat	171408	0
Rat	cpd:C00379	0
Rat	cpd:C00532	0
Rat	cpd:C00259	0
Rat	493574	0
Rat	cpd:C01068	0
Rat	cpd:C00618	0
Rat	298250	0
Rat	cpd:C00309	0
Rat	cpd:C00789	0
Rat	cpd:C00312	0
Rat	501157	0
Rat	cpd:C00199	0
Rat	cpd:C00231	0
Rat	cpd:C00310	0
Rat	691002	0
Rat	306102	0
Rat	361643	0
Rat	246294	0
Rat	85265	0
Rat	311546	0
Rat	361613	0
Rat	289711	0
Rat	289712	0
Rat	304729	0
Rat	296532	0
Rat	25273	0
Rat	84399	0
Rat	361438	0
Rat	84380	0
Rat	360715	0
Rat	364475	0
Rat	361769	0
Rat	50938	0
Rat	691171	0
Rat	287643	0
Rat	293047	0
Rat	683470	0
Rat	29499	0
Rat	chebi:13719	0
Rat	chebi:37054	0
Rat	114511	0
Rat	cpd:C00164	0
Rat	301246	0
Rat	114205	0
Rat	311487	0
Rat	361102	0
Rat	361640	0
Rat	246299	0
Rat	685539	0
Rat	362858	0
Rat	306542	0
Rat	300088	0
Rat	366277	0
Rat	362095	0
Rat	316810	0
Rat	310685	0
Rat	685465	0
Rat	299347	0
Rat	361858	0
Rat	690254	0
Rat	306012	0
Rat	291437	0
Rat	296371	0
Rat	300795	0
Rat	292101	0
Rat	313702	0
Rat	309812	0
Rat	291526	0
Rat	100147704	0
Rat	289508	0
Rat	316235	0
Rat	313387	0
Rat	288753	0
Rat	78963	0
Rat	311299	0
Rat	chebi:83727	0
Rat	308518	0
Rat	cpd:C02060	0
Rat	85255	0
Rat	300083	0
Rat	chebi:49189	0
Rat	cpd:C05067	0
Rat	chebi:52975	0
Rat	chebi:65052	0
Rat	chebi:73980	0
Rat	chebi:77268	0
Rat	chebi:52966	0
Rat	113956	0
Rat	114209	0
Rat	84029	0
Rat	303577	0
Rat	64461	0
Rat	chebi:85939	0
Rat	cpd:C07343	0
Rat	chebi:47983	0
Rat	chebi:86988	0
Rat	299193	0
Rat	cpd:C00798	0
Rat	chebi:64972	0
Rat	chebi:65101	0
Rat	cpd:C01607	0
Rat	24377	0
Rat	cpd:C01172	0
Rat	cpd:C00121	0
Rat	298954	0
Rat	cpd:C00258	0
Rat	cpd:C00257	0
Rat	290636	0
Rat	314140	0
Rat	290685	0
Rat	362383	0
Rat	cpd:C00345	0
Rat	29562	0
Rat	cpd:C00620	0
Rat	cpd:C01236	0
Rat	690945	0
Rat	100360180	0
Rat	498695	0
Rat	298655	0
Rat	689374	0
Rat	24689	0
Rat	cpd:C00279	0
Rat	cpd:C00631	0
Rat	cpd:C00117	0
Rat	cpd:C00673	0
Rat	cpd:C00198	0
Rat	684314	0
Rat	362706	0
Rat	cpd:C00119	0
Rat	cpd:C01801	0
Rat	113898	0
Rat	114503	0
Rat	252860	0
Rat	58839	0
Rat	294276	0
Rat	103690163	0
Rat	305025	0
Rat	294287	0
Rat	83803	0
Rat	259241	0
Rat	58850	0
Rat	58853	0
Rat	686781	0
Rat	363170	0
Rat	102555083	0
Rat	54278	0
Rat	360905	0
Rat	296653	0
Rat	304337	0
Rat	292064	0
Rat	301076	0
Rat	103691238	0
Rat	rno-miR-132-5p	0
Rat	303226	0
Rat	306977	0
Rat	364298	0
Rat	290995	0
Rat	307839	0
Rat	499563	0
Rat	25720	0
Rat	314587	0
Rat	315427	0
Rat	685834	0
Rat	691278	0
Rat	287361	0
Rat	306966	0
Rat	25735	0
Rat	306974	0
Rat	308911	0
Rat	300197	0
Rat	365192	0
Rat	245980	0
Rat	313245	0
Rat	102556119	0
Rat	171355	0
Rat	305837	0
Rat	313219	0
Rat	360764	0
Rat	311130	0
Rat	360893	0
Rat	24370	0
Rat	360896	0
Rat	293625	0
Rat	83582	0
Rat	83581	0
Rat	292548	0
Rat	314862	0
Rat	25682	0
Rat	500950	0
Rat	497991	0
Rat	25664	0
Rat	361784	0
Rat	361783	0
Rat	313507	0
Rat	171046	0
Rat	102554457	0
Rat	25405	0
Rat	rno-miR-127-3p	0
Rat	499900	0
Rat	301518	0
Rat	309002	0
Rat	500981	0
Rat	308362	0
Rat	362675	0
Rat	252917	0
Rat	297822	0
Rat	691610	0
Rat	497923	0
Rat	309447	0
Rat	680717	0
Rat	499094	0
Rat	308561	0
Rat	308326	0
Rat	365744	0
Rat	308322	0
Rat	294518	0
Rat	246279	0
Rat	60445	0
Rat	365755	0
Rat	252924	0
Rat	83574	0
Rat	50659	0
Rat	362272	0
Rat	315088	0
Rat	29619	0
Rat	246264	0
Rat	100362170	0
Rat	65248	0
Rat	29386	0
Rat	102556092	0
Rat	192350	0
Rat	363006	0
Rat	24706	0
Rat	363017	0
Rat	303173	0
Rat	362176	0
Rat	363022	0
Rat	65035	0
Rat	298533	0
Rat	502316	0
Rat	140942	0
Rat	498160	0
Rat	365224	0
Rat	286979	0
Rat	102548693	0
Rat	100188984	0
Rat	286996	0
Rat	293044	0
Rat	29338	0
Rat	83722	0
Rat	64314	0
Rat	100158223	0
Rat	299694	0
Rat	299210	0
Rat	304690	0
Rat	192178	0
Rat	691170	0
Rat	24522	0
Rat	78972	0
Rat	306817	0
Rat	313594	0
Rat	313593	0
Rat	297453	0
Rat	502988	0
Rat	681178	0
Rat	116698	0
Rat	361944	0
Rat	298558	0
Rat	367033	0
Rat	266773	0
Rat	266774	0
Rat	500108	0
Rat	58936	0
Rat	303774	0
Rat	304714	0
Rat	299284	0
Rat	314756	0
Rat	680200	0
Rat	361627	0
Rat	360775	0
Rat	362728	0
Rat	690253	0
Rat	497897	0
Rat	287076	0
Rat	362981	0
Rat	85424	0
Rat	287095	0
Rat	287094	0
Rat	297065	0
Rat	361420	0
Rat	679028	0
Rat	293701	0
Rat	297066	0
Rat	680493	0
Rat	117254	0
Rat	312303	0
Rat	494340	0
Rat	312309	0
Rat	498945	0
Rat	302711	0
Rat	100361114	0
Rat	619579	0
Rat	282845	0
Rat	282844	0
Rat	685925	0
Rat	363872	0
Rat	687001	0
Rat	688328	0
Rat	685072	0
Rat	170955	0
Rat	690895	0
Rat	361487	0
Rat	246334	0
Rat	117274	0
Rat	308232	0
Rat	102553866	0
Rat	25159	0
Rat	681740	0
Rat	690450	0
Rat	308420	0
Rat	60571	0
Rat	25044	0
Rat	360816	0
Rat	chebi:58020	0
Rat	chebi:57926	0
Rat	65151	0
Rat	315599	0
Rat	311430	0
Rat	289950	0
Rat	cpd:C15972	0
Rat	cpd:C15973	0
Rat	362282	0
Rat	79250	0
Rat	25104	0
Rat	361071	0
Rat	81654	0
Rat	114597	0
Rat	cpd:C05379	0
Rat	100125384	0
Rat	363061	0
Rat	cpd:C00091	0
Rat	298596	0
Rat	cpd:C05381	0
Rat	117098	0
Rat	361596	0
Rat	29554	0
Rat	157074	0
Rat	362404	0
Rat	cpd:C00417	0
Rat	290566	0
Rat	289217	0
Rat	81829	0
Rat	24159	0
Rat	24479	0
Rat	170587	0
Rat	114096	0
Rat	24551	0
Rat	cpd:C00068	0
Rat	361042	0
Rat	cpd:C05125	0
Rat	cpd:C00074	0
Rat	25179	0
Rat	94173	0
Rat	24368	0
Rat	cpd:C00311	0
Rat	cpd:C16254	0
Rat	cpd:C16255	0
Rat	266732	0
Rat	499264	0
Rat	294930	0
Rat	286898	0
Rat	81782	0
Rat	266770	0
Rat	chebi:29127	0
Rat	chebi:29128	0
Rat	chebi:29145	0
Rat	305957	0
Rat	chebi:29115	0
Rat	367090	0
Rat	315344	0
Rat	29541	0
Rat	cpd:C06502	0
Rat	304577	0
Rat	680915	0
Rat	84016	0
Rat	84591	0
Rat	171571	0
Rat	287532	0
Rat	64554	0
Rat	314441	0
Rat	170566	0
Rat	29464	0
Rat	282712	0
Rat	chebi:57427	0
Rat	252919	0
Rat	155205	0
Rat	664630	0
Rat	192208	0
Rat	246235	0
Rat	cpd:C00491	0
Rat	cpd:C00133	0
Rat	cpd:C03884	0
Rat	chebi:58048	0
Rat	chebi:58045	0
Rat	305540	0
Rat	chebi:32513	0
Rat	113918	0
Rat	29485	0
Rat	29484	0
Rat	29323	0
Rat	298340	0
Rat	315439	0
Rat	cpd:C01924	0
Rat	170573	0
Rat	24533	0
Rat	24534	0
Rat	292138	0
Rat	296973	0
Rat	25630	0
Rat	29634	0
Rat	303448	0
Rat	cpd:C01159	0
Rat	cpd:C00221	0
Rat	100364062	0
Rat	290604	0
Rat	cpd:C00197	0
Rat	cpd:C00236	0
Rat	369018	0
Rat	303517	0
Rat	chebi:14949	0
Rat	chebi:50746	0
Rat	cpd:C00101	0
Rat	chebi:12071	0
Rat	171133	0
Rat	295458	0
Rat	65984	0
Rat	367112	0
Rat	79238	0
Rat	690163	0
Rat	117099	0
Rat	314800	0
Rat	chebi:72623	0
Rat	chebi:90815	0
Rat	chebi:72801	0
Rat	chebi:72637	0
Rat	chebi:134407	0
Rat	chebi:140250	0
Rat	chebi:136352	0
Rat	25419	0
Rat	299928	0
Rat	301626	0
Rat	499342	2.90311074626691
Rat	309304	0
Rat	297899	0
Rat	64317	0
Rat	24421	0
Rat	500237	0
Rat	24422	0
Rat	295362	0
Rat	362720	0
Rat	113892	0
Rat	cpd:C03170	0
Rat	64570	0
Rat	300850	0
Rat	113919	0
Rat	59300	0
Rat	114846	0
Rat	686922	0
Rat	494499	0
Rat	298370	0
Rat	cpd:C01672	0
Rat	499422	0
Rat	cpd:C02090	0
Rat	289668	0
Rat	298376	0
Rat	24404	0
Rat	cpd:C01322	0
Rat	cpd:C00077	0
Rat	cpd:C03740	0
Rat	294744	0
Rat	102549803	0
Rat	293656	0
Rat	295037	0
Rat	94167	0
Rat	cpd:C00127	0
Rat	cpd:C16663	0
Rat	cpd:C16664	0
Rat	363205	0
Rat	259233	0
Rat	494500	0
Rat	114020	0
Rat	81641	0
Rat	cpd:C00134	0
Rat	116686	0
Rat	84596	0
Rat	cpd:C02320	0
Rat	29326	0
Rat	cpd:C16565	0
Rat	cpd:C00669	0
Rat	363469	0
Rat	100911464	0
Rat	24609	0
Rat	cpd:C00151	0
Rat	57298	0
Rat	114515	0
Rat	cpd:C05729	0
Rat	cpd:C05726	0
Rat	cpd:C05727	0
Rat	cpd:C00160	0
Rat	cpd:C00048	0
Rat	58835	0
Rat	cpd:C00447	0
Rat	307270	0
Rat	cpd:C00168	0
Rat	306586	0
Rat	287115	0
Rat	cpd:C00184	0
Rat	cpd:C18026	0
Rat	cpd:C20238	0
Rat	309312	0
Rat	cpd:C00988	0
Rat	304429	0
Rat	cpd:C00354	0
Rat	287379	0
Rat	cpd:C00085	0
Rat	cpd:C03232	0
Rat	307759	0
Rat	293820	0
Rat	24624	0
Rat	24552	0
Rat	cpd:C00143	0
Rat	24792	0
Rat	81670	0
Rat	361602	0
Rat	688517	0
Rat	cpd:C01005	0
Rat	cpd:C05576	0
Rat	cpd:C01693	0
Rat	cpd:C04043	0
Rat	cpd:C00642	0
Rat	54314	0
Rat	cpd:C02465	0
Rat	308800	0
Rat	cpd:C05578	0
Rat	cpd:C05579	0
Rat	29383	0
Rat	302980	0
Rat	cpd:C05580	0
Rat	cpd:C05581	0
Rat	cpd:C05582	0
Rat	cpd:C05583	0
Rat	cpd:C05584	0
Rat	cpd:C05585	0
Rat	cpd:C05587	0
Rat	cpd:C01061	0
Rat	cpd:C01060	0
Rat	cpd:C02514	0
Rat	81683	0
Rat	cpd:C05588	0
Rat	cpd:C05589	0
Rat	cpd:C05350	0
Rat	cpd:C05594	0
Rat	360719	0
Rat	290484	0
Rat	cpd:C04185	0
Rat	cpd:C17938	0
Rat	cpd:C00544	0
Rat	cpd:C01036	0
Rat	308868	0
Rat	cpd:C00822	0
Rat	cpd:C01161	0
Rat	29253	0
Rat	298182	0
Rat	cpd:C00355	0
Rat	29531	0
Rat	rno-miR-375-3p	0
Rat	78962	0
Rat	192646	0
Rat	192363	0
Rat	64455	0
Rat	114211	0
Rat	287422	0
Rat	63840	0
Rat	503568	0
Rat	266998	0
Rat	58980	0
Rat	cpd:C09256	0
Rat	cpd:C20214	0
Rat	554302	0
Rat	cpd:C08449	0
Rat	500091	0
Rat	cpd:C09815	0
Rat	chebi:23736	0
Rat	cpd:C00208	0
Rat	cpd:C00604	0
Rat	chebi:351346	0
Rat	100310878	0
Rat	500089	0
Rat	chebi:32111	0
Rat	100310876	0
Rat	cpd:C06837	0
Rat	cpd:C07927	0
Rat	chebi:73222	0
Rat	cpd:C06685	0
Rat	cpd:C08469	0
Rat	cpd:C06961	0
Rat	chebi:73226	0
Rat	chebi:73228	0
Rat	chebi:69441	0
Rat	29407	0
Rat	78980	0
Rat	78983	0
Rat	chebi:23359	0
Rat	cpd:C07935	0
Rat	chebi:73231	0
Rat	chebi:73232	0
Rat	chebi:73235	0
Rat	cpd:C07666	0
Rat	chebi:73236	0
Rat	chebi:73239	0
Rat	cpd:C09286	0
Rat	246219	0
Rat	78979	0
Rat	cpd:C06186	0
Rat	cpd:C00918	0
Rat	cpd:C13038	0
Rat	cpd:C01451	0
Rat	chebi:136806	0
Rat	chebi:46261	0
Rat	cpd:C03514	0
Rat	cpd:C19378	0
Rat	690448	0
Rat	chebi:27613	0
Rat	100270683	0
Rat	cpd:C00525	0
Rat	cpd:C06902	0
Rat	cpd:C09345	0
Rat	cpd:C06593	0
Rat	cpd:C00809	0
Rat	cpd:C07609	0
Rat	cpd:C19265	0
Rat	689869	0
Rat	170634	0
Rat	cpd:C07569	0
Rat	cpd:C08778	0
Rat	chebi:83501	0
Rat	cpd:C06522	0
Rat	cpd:C19317	0
Rat	cpd:C09071	0
Rat	cpd:C09472	0
Rat	cpd:C09592	0
Rat	680188	0
Rat	cpd:C08427	0
Rat	cpd:C06526	0
Rat	chebi:138412	0
Rat	cpd:C08794	0
Rat	cpd:C08797	0
Rat	cpd:C09767	0
Rat	cpd:C11045	0
Rat	cpd:C06533	0
Rat	cpd:C09084	0
Rat	cpd:C09362	0
Rat	500101	0
Rat	chebi:59039	0
Rat	cpd:C09529	0
Rat	cpd:C14398	0
Rat	cpd:C01408	0
Rat	310461	0
Rat	25629	0
Rat	100366024	0
Rat	171379	0
Rat	83516	0
Rat	682469	0
Rat	361745	0
Rat	282546	0
Rat	299186	0
Rat	500569	0
Rat	297867	0
Rat	314850	0
Rat	680931	0
Rat	291406	0
Rat	679119	0
Rat	25520	0
Rat	289625	0
Rat	298972	0
Rat	50545	0
Rat	298787	0
Rat	60450	0
Rat	116721	0
Rat	chebi:133066	0
Rat	chebi:133067	0
Rat	chebi:32636	0
Rat	chebi:78236	0
Rat	chebi:133435	0
Rat	chebi:133438	0
Rat	65029	0
Rat	293871	0
Rat	cpd:C01152	0
Rat	79251	0
Rat	81676	0
Rat	cpd:C00785	0
Rat	312317	0
Rat	685999	0
Rat	312316	0
Rat	cpd:C00388	0
Rat	29301	0
Rat	299735	0
Rat	89833	0
Rat	24443	0
Rat	cpd:C01044	0
Rat	cpd:C03680	0
Rat	cpd:C05827	0
Rat	cpd:C05828	0
Rat	cpd:C05127	0
Rat	cpd:C02835	0
Rat	cpd:C00439	0
Rat	chebi:138542	0
Rat	chebi:138565	0
Rat	cpd:C18171	0
Rat	chebi:132908	0
Rat	cpd:C18177	0
Rat	cpd:C01595	0
Rat	cpd:C04281	0
Rat	364064	0
Rat	64313	0
Rat	688698	0
Rat	cpd:C02305	0
Rat	cpd:C05938	0
Rat	cpd:C00884	0
Rat	cpd:C01137	0
Rat	641316	0
Rat	cpd:C05933	0
Rat	680409	0
Rat	cpd:C05936	0
Rat	cpd:C02946	0
Rat	cpd:C05147	0
Rat	cpd:C03287	0
Rat	314214	0
Rat	29593	0
Rat	81640	0
Rat	cpd:C00179	0
Rat	24265	0
Rat	360547	0
Rat	361755	0
Rat	cpd:C02714	0
Rat	cpd:C05946	0
Rat	cpd:C05947	0
Rat	293949	0
Rat	298607	0
Rat	287877	0
Rat	cpd:C00062	0
Rat	cpd:C00581	0
Rat	cpd:C00148	0
Rat	cpd:C01157	0
Rat	cpd:C00300	0
Rat	cpd:C01035	0
Rat	302642	0
Rat	366473	0
Rat	25257	0
Rat	cpd:C01165	0
Rat	cpd:C00555	0
Rat	81660	0
Rat	361538	0
Rat	300035	0
Rat	chebi:35746	0
Rat	362732	0
Rat	681211	0
Rat	289481	0
Rat	252900	0
Rat	291468	0
Rat	79223	0
Rat	chebi:15375	0
Rat	cpd:C02112	0
Rat	64625	0
Rat	171528	0
Rat	259274	0
Rat	29743	0
Rat	83792	0
Rat	289736	0
Rat	cpd:C00996	0
Rat	cpd:C00510	0
Rat	500052	0
Rat	cpd:C00518	0
Rat	307858	0
Rat	498332	0
Rat	307081	0
Rat	63868	0
Rat	25069	0
Rat	683163	0
Rat	366518	0
Rat	25341	0
Rat	89814	0
Rat	301133	0
Rat	353218	0
Rat	500910	0
Rat	171369	0
Rat	361795	0
Rat	498666	0
Rat	360548	0
Rat	252878	0
Rat	287034	0
Rat	156767	0
Rat	117516	0
Rat	25008	0
Rat	84349	0
Rat	500592	0
Rat	500590	0
Rat	297604	0
Rat	365581	0
Rat	25572	0
Rat	498206	0
Rat	498769	0
Rat	301512	0
Rat	303298	0
Rat	289757	0
Rat	363251	0
Rat	293452	0
Rat	290907	0
Rat	498119	0
Rat	498749	0
Rat	287634	0
Rat	298884	0
Rat	361767	0
Rat	293489	0
Rat	288079	0
Rat	293678	0
Rat	314380	0
Rat	259171	0
Rat	689055	0
Rat	363071	0
Rat	266714	0
Rat	24711	0
Rat	310836	0
Rat	293049	0
Rat	259235	0
Rat	29244	0
Rat	cpd:C03684	0
Rat	29498	0
Rat	171128	0
Rat	chebi:58462	0
Rat	cpd:C00835	0
Rat	29270	0
Rat	81922	0
Rat	81921	0
Rat	362432	0
Rat	cpd:C00464	0
Rat	64171	0
Rat	chebi:82624	0
Rat	450223	0
Rat	502902	0
Rat	499570	0
Rat	79131	0
Rat	80841	0
Rat	25598	0
Rat	chebi:7896	0
Rat	rno-miR-192-5p	0
Rat	300108	0
Rat	64822	0
Rat	140868	0
Rat	291733	0
Rat	306009	0
Rat	305846	0
Rat	295455	0
Rat	58976	0
Rat	294281	0
Rat	314637	0
Rat	300051	0
Rat	361986	0
Rat	cpd:C09332	0
Rat	cpd:C06148	0
Rat	100360601	0
Rat	cpd:C04244	0
Rat	29700	0
Rat	361300	0
Rat	361267	0
Rat	29224	0
Rat	64192	0
Rat	cpd:C00921	0
Rat	294753	0
Rat	64845	0
Rat	cpd:C02953	0
Rat	cpd:C04895	0
Rat	cpd:C00415	0
Rat	301221	0
Rat	100359675	0
Rat	687266	0
Rat	24312	0
Rat	cpd:C21640	0
Rat	cpd:C00268	0
Rat	cpd:C21486	0
Rat	24197	0
Rat	cpd:C20239	0
Rat	cpd:C00504	0
Rat	367308	0
Rat	cpd:C18239	0
Rat	64621	0
Rat	cpd:C15522	0
Rat	cpd:C03541	0
Rat	25455	0
Rat	cpd:C19848	0
Rat	102556347	0
Rat	cpd:C21310	0
Rat	cpd:C04874	0
Rat	685729	0
Rat	cpd:C05922	0
Rat	cpd:C05923	0
Rat	303547	0
Rat	361272	0
Rat	cpd:C04487	0
Rat	cpd:C02188	0
Rat	cpd:C03793	0
Rat	297333	0
Rat	502710	0
Rat	cpd:C01259	0
Rat	289081	0
Rat	362078	0
Rat	cpd:C00047	0
Rat	315606	0
Rat	cpd:C01211	0
Rat	311968	0
Rat	cpd:C00408	0
Rat	cpd:C16741	0
Rat	100359816	0
Rat	64564	0
Rat	100361623	0
Rat	100362634	0
Rat	102550344	0
Rat	cpd:C01181	0
Rat	313678	0
Rat	cpd:C01149	0
Rat	cpd:C05544	0
Rat	cpd:C05545	0
Rat	cpd:C05546	0
Rat	500281	0
Rat	100361710	0
Rat	116552	0
Rat	498295	0
Rat	300901	0
Rat	316013	0
Rat	cpd:C04076	0
Rat	170898	0
Rat	307305	0
Rat	cpd:C00956	0
Rat	chebi:25682	0
Rat	rno-miR-29c-3p	0
Rat	chebi:57756	0
Rat	170906	0
Rat	363425	0
Rat	298184	0
Rat	360302	0
Rat	362524	0
Rat	361120	0
Rat	117277	0
Rat	294025	0
Rat	364996	0
Rat	303238	0
Rat	287146	0
Rat	cpd:C00419	0
Rat	100360828	0
Rat	60336	0
Rat	60334	0
Rat	29148	0
Rat	84382	0
Rat	337868	0
Rat	25714	0
Rat	299766	0
Rat	chebi:84373	0
Rat	chebi:86362	0
Rat	chebi:86361	0
Rat	cpd:C04524	0
Rat	cpd:C00329	0
Rat	cpd:C00252	0
Rat	25711	0
Rat	50682	0
Rat	64055	0
Rat	cpd:C00389	0
Rat	cpd:C02049	0
Rat	84028	0
Rat	363465	0
Rat	cpd:C01835	0
Rat	25656	0
Rat	113901	0
Rat	cpd:C01885	0
Rat	chebi:17118	0
Rat	117554	0
Rat	497039	0
Rat	289032	0
Rat	cpd:C05552	0
Rat	cpd:C00120	0
Rat	cpd:C06250	0
Rat	306262	0
Rat	cpd:C20375	0
Rat	cpd:C20372	0
Rat	cpd:C19673	0
Rat	cpd:C20376	0
Rat	cpd:C05921	0
Rat	288240	0
Rat	cpd:C02972	0
Rat	cpd:C16238	0
Rat	cpd:C22159	0
Rat	cpd:C22160	0
Rat	361638	0
Rat	316342	0
Rat	305348	0
Rat	365314	0
Rat	cpd:C16241	0
Rat	24170	0
Rat	83527	0
Rat	64026	0
Rat	499156	0
Rat	171334	0
Rat	171333	0
Rat	64546	0
Rat	498185	0
Rat	314396	0
Rat	311387	0
Rat	84550	0
Rat	85267	0
Rat	56814	0
Rat	cpd:C00183	0
Rat	cpd:C00141	0
Rat	cpd:C03492	0
Rat	54410	0
Rat	85496	0
Rat	64203	0
Rat	498992	0
Rat	cpd:C04079	0
Rat	cpd:C00054	0
Rat	cpd:C04352	0
Rat	cpd:C03688	0
Rat	29592	0
Rat	25526	0
Rat	cpd:C05959	0
Rat	311865	0
Rat	59103	0
Rat	chebi:63977	0
Rat	cpd:C19440	0
Rat	cpd:C02918	0
Rat	100912521	0
Rat	303745	0
Rat	293615	0
Rat	499330	0
Rat	cpd:C00003	0
Rat	367323	0
Rat	293504	0
Rat	297508	0
Rat	353255	0
Rat	cpd:C01185	0
Rat	cpd:C00455	0
Rat	cpd:C03722	0
Rat	100125370	0
Rat	289095	0
Rat	cpd:C00857	0
Rat	304539	0
Rat	100360582	0
Rat	rno-miR-140-5p	0
Rat	293152	0
Rat	310378	0
Rat	58813	0
Rat	309757	0
Rat	306840	0
Rat	315085	0
Rat	292875	0
Rat	cpd:C05840	0
Rat	298653	0
Rat	hsa-miR-34a-5p	0
Rat	cpd:C05841	0
Rat	cpd:C05842	0
Rat	cpd:C05843	0
Rat	365699	0
Rat	cpd:C00934	0
Rat	288783	0
Rat	499174	0
Rat	499210	0
Rat	cpd:C12144	0
Rat	cpd:C12145	0
Rat	360618	0
Rat	chebi:73204	0
Rat	314438	0
